power_consumption,dow,doy,day,month,year,season,month_period,week_period
3920908.0,2,126,6,5,2015,3,1,1
3900211.0,3,127,7,5,2015,3,1,1
3893473.0,4,128,8,5,2015,3,1,2
3756578.0,5,129,9,5,2015,3,1,2
3488394.0,6,130,10,5,2015,3,1,2
3768083.0,0,131,11,5,2015,3,2,2
3833756.0,1,132,12,5,2015,3,2,2
3944756.0,2,133,13,5,2015,3,2,2
4113033.0,3,134,14,5,2015,3,2,2
3925658.0,4,135,15,5,2015,3,2,3
3753444.0,5,136,16,5,2015,3,2,3
3545599.0,6,137,17,5,2015,3,2,3
3747294.0,0,138,18,5,2015,3,2,3
3901643.0,1,139,19,5,2015,3,2,3
3878744.0,2,140,20,5,2015,3,2,3
3834144.0,3,141,21,5,2015,3,3,3
3873964.0,4,142,22,5,2015,3,3,4
3857605.0,5,143,23,5,2015,3,3,4
3658025.0,6,144,24,5,2015,3,3,4
3894369.0,0,145,25,5,2015,3,3,4
3932831.0,1,146,26,5,2015,3,3,4
3943848.0,2,147,27,5,2015,3,3,4
3980124.0,3,148,28,5,2015,3,3,4
3919808.0,4,149,29,5,2015,3,3,4
3660404.0,5,150,30,5,2015,3,3,4
3409681.0,6,151,31,5,2015,3,3,4
3678089.0,0,152,1,6,2015,3,1,1
3766353.5,1,153,2,6,2015,3,1,1
3715689.0,2,154,3,6,2015,3,1,1
3717902.0,3,155,4,6,2015,3,1,1
3712017.0,4,156,5,6,2015,3,1,1
3748581.0,5,157,6,6,2015,3,1,1
3505473.0,6,158,7,6,2015,3,1,1
3804096.0,0,159,8,6,2015,3,1,2
3931900.0,1,160,9,6,2015,3,1,2
4026655.0,2,161,10,6,2015,3,1,2
4029529.0,3,162,11,6,2015,3,2,2
4045499.0,4,163,12,6,2015,3,2,2
3981977.0,5,164,13,6,2015,3,2,2
3786411.0,6,165,14,6,2015,3,2,2
4025300.0,0,166,15,6,2015,3,2,3
3880740.0,1,167,16,6,2015,3,2,3
3732340.0,2,168,17,6,2015,3,2,3
3780395.0,3,169,18,6,2015,3,2,3
3900360.0,4,170,19,6,2015,3,2,3
3292730.0,5,171,20,6,2015,3,2,3
3416254.0,6,172,21,6,2015,3,3,3
3724890.0,0,173,22,6,2015,3,3,4
3752153.0,1,174,23,6,2015,3,3,4
3883363.0,2,175,24,6,2015,3,3,4
4029993.0,3,176,25,6,2015,3,3,4
3961676.0,4,177,26,6,2015,3,3,4
3732652.5,5,178,27,6,2015,3,3,4
3459483.0,6,179,28,6,2015,3,3,4
3775745.0,0,180,29,6,2015,3,3,4
3911804.0,1,181,30,6,2015,3,3,4
2693004.0,2,182,1,7,2015,3,1,1
3642866.0,3,183,2,7,2015,3,1,1
4044005.0,4,184,3,7,2015,3,1,1
3826577.0,5,185,4,7,2015,3,1,1
3552897.0,6,186,5,7,2015,3,1,1
3797660.0,0,187,6,7,2015,3,1,1
3198852.0,1,188,7,7,2015,3,1,1
3812753.0,2,189,8,7,2015,3,1,2
3959028.0,3,190,9,7,2015,3,1,2
4067013.0,4,191,10,7,2015,3,1,2
3851053.0,5,192,11,7,2015,3,2,2
3511131.0,6,193,12,7,2015,3,2,2
4034339.0,0,194,13,7,2015,3,2,2
3550189.0,1,195,14,7,2015,3,2,2
4018448.0,2,196,15,7,2015,3,2,3
4248386.0,3,197,16,7,2015,3,2,3
4095465.0,4,198,17,7,2015,3,2,3
3950332.0,5,199,18,7,2015,3,2,3
3765951.0,6,200,19,7,2015,3,2,3
4112606.0,0,201,20,7,2015,3,2,3
4276542.0,1,202,21,7,2015,3,3,3
4102868.0,2,203,22,7,2015,3,3,4
4145418.0,3,204,23,7,2015,3,3,4
4212612.0,4,205,24,7,2015,3,3,4
4039046.0,5,206,25,7,2015,3,3,4
3788798.0,6,207,26,7,2015,3,3,4
4257147.0,0,208,27,7,2015,3,3,4
4350293.5,1,209,28,7,2015,3,3,4
4326839.0,2,210,29,7,2015,3,3,4
4295408.0,3,211,30,7,2015,3,3,4
4225719.0,4,212,31,7,2015,3,3,4
3679973.0,5,213,1,8,2015,3,1,1
3513088.0,6,214,2,8,2015,3,1,1
4109362.0,0,215,3,8,2015,3,1,1
4249464.0,1,216,4,8,2015,3,1,1
4287459.0,2,217,5,8,2015,3,1,1
4402083.0,3,218,6,8,2015,3,1,1
4369295.0,4,219,7,8,2015,3,1,1
4161898.0,5,220,8,8,2015,3,1,2
3787603.0,6,221,9,8,2015,3,1,2
4041268.0,0,222,10,8,2015,3,1,2
3903333.0,1,223,11,8,2015,3,2,2
4085366.0,2,224,12,8,2015,3,2,2
4168955.0,3,225,13,8,2015,3,2,2
4214550.0,4,226,14,8,2015,3,2,2
4047430.0,5,227,15,8,2015,3,2,3
3817657.0,6,228,16,8,2015,3,2,3
4155488.0,0,229,17,8,2015,3,2,3
4015123.0,1,230,18,8,2015,3,2,3
3948699.0,2,231,19,8,2015,3,2,3
3869580.0,3,232,20,8,2015,3,2,3
3343687.0,4,233,21,8,2015,3,3,3
3858150.0,5,234,22,8,2015,3,3,4
3624080.0,6,235,23,8,2015,3,3,4
3761623.0,0,236,24,8,2015,3,3,4
3909831.0,1,237,25,8,2015,3,3,4
4011378.0,2,238,26,8,2015,3,3,4
4029224.0,3,239,27,8,2015,3,3,4
3487881.0,4,240,28,8,2015,3,3,4
3867982.0,5,241,29,8,2015,3,3,4
3811394.0,6,242,30,8,2015,3,3,4
4109812.0,0,243,31,8,2015,3,3,4
4066668.0,1,244,1,9,2015,3,1,1
3925296.0,2,245,2,9,2015,3,1,1
3177593.0,3,246,3,9,2015,3,1,1
3566662.0,4,247,4,9,2015,3,1,1
3757287.0,5,248,5,9,2015,3,1,1
3841049.0,6,249,6,9,2015,3,1,1
4018482.0,0,250,7,9,2015,3,1,1
3691852.0,1,251,8,9,2015,3,1,2
3918906.0,2,252,9,9,2015,3,1,2
3929441.0,3,253,10,9,2015,3,1,2
3927760.0,4,254,11,9,2015,3,2,2
3633339.0,5,255,12,9,2015,3,2,2
3447496.0,6,256,13,9,2015,3,2,2
3713833.0,0,257,14,9,2015,3,2,2
3832844.0,1,258,15,9,2015,3,2,3
3749554.0,2,259,16,9,2015,3,2,3
3946919.0,3,260,17,9,2015,3,2,3
3975839.0,4,261,18,9,2015,3,2,3
3820881.0,5,262,19,9,2015,3,2,3
3608138.0,6,263,20,9,2015,3,2,3
3957586.0,0,264,21,9,2015,3,3,3
4039707.0,1,265,22,9,2015,3,3,4
4017043.0,2,266,23,9,2015,3,3,4
4037352.0,3,267,24,9,2015,3,3,4
4040154.0,4,268,25,9,2015,3,3,4
3497499.0,5,269,26,9,2015,3,3,4
3356801.0,6,270,27,9,2015,3,3,4
3873351.0,0,271,28,9,2015,3,3,4
4000522.0,1,272,29,9,2015,3,3,4
4542786.5,2,273,30,9,2015,3,3,4
2841489.0,3,274,1,10,2015,4,1,1
2776441.0,4,275,2,10,2015,4,1,1
2754225.0,5,276,3,10,2015,4,1,1
3016280.0,6,277,4,10,2015,4,1,1
3443517.0,0,278,5,10,2015,4,1,1
3629157.0,1,279,6,10,2015,4,1,1
3669034.0,2,280,7,10,2015,4,1,1
4002839.0,3,281,8,10,2015,4,1,2
3773217.0,4,282,9,10,2015,4,1,2
3718483.0,5,283,10,10,2015,4,1,2
3236485.0,6,284,11,10,2015,4,2,2
3676439.0,0,285,12,10,2015,4,2,2
3708587.0,1,286,13,10,2015,4,2,2
3748435.0,2,287,14,10,2015,4,2,2
3538810.0,3,288,15,10,2015,4,2,3
3807975.0,4,289,16,10,2015,4,2,3
3802147.0,5,290,17,10,2015,4,2,3
3521948.0,6,291,18,10,2015,4,2,3
3719963.0,0,292,19,10,2015,4,2,3
3608500.0,1,293,20,10,2015,4,2,3
3926344.0,2,294,21,10,2015,4,3,3
3926220.0,3,295,22,10,2015,4,3,4
3914699.0,4,296,23,10,2015,4,3,4
3945502.0,5,297,24,10,2015,4,3,4
3512930.0,6,298,25,10,2015,4,3,4
3750753.0,0,299,26,10,2015,4,3,4
3929170.0,1,300,27,10,2015,4,3,4
3838921.0,2,301,28,10,2015,4,3,4
3915735.0,3,302,29,10,2015,4,3,4
3840502.0,4,303,30,10,2015,4,3,4
3232390.0,5,304,31,10,2015,4,3,4
3443912.0,6,305,1,11,2015,4,1,1
3599595.0,0,306,2,11,2015,4,1,1
3797234.0,1,307,3,11,2015,4,1,1
3903614.0,2,308,4,11,2015,4,1,1
3920772.0,3,309,5,11,2015,4,1,1
3910196.0,4,310,6,11,2015,4,1,1
3819933.0,5,311,7,11,2015,4,1,1
3500779.0,6,312,8,11,2015,4,1,2
3382794.0,0,313,9,11,2015,4,1,2
3347273.0,1,314,10,11,2015,4,1,2
3452265.0,2,315,11,11,2015,4,2,2
3407477.0,3,316,12,11,2015,4,2,2
3528801.0,4,317,13,11,2015,4,2,2
3377359.0,5,318,14,11,2015,4,2,2
3377554.0,6,319,15,11,2015,4,2,3
3697464.0,0,320,16,11,2015,4,2,3
3862200.0,1,321,17,11,2015,4,2,3
3854823.0,2,322,18,11,2015,4,2,3
3913774.0,3,323,19,11,2015,4,2,3
3903341.0,4,324,20,11,2015,4,2,3
3820628.0,5,325,21,11,2015,4,3,3
3198310.5,6,326,22,11,2015,4,3,4
3939268.0,0,327,23,11,2015,4,3,4
4025841.0,1,328,24,11,2015,4,3,4
3608402.0,2,329,25,11,2015,4,3,4
4160858.0,3,330,26,11,2015,4,3,4
4169118.0,4,331,27,11,2015,4,3,4
3927863.0,5,332,28,11,2015,4,3,4
3566745.0,6,333,29,11,2015,4,3,4
3782338.0,0,334,30,11,2015,4,3,4
3876643.0,1,335,1,12,2015,1,1,1
3998786.0,2,336,2,12,2015,1,1,1
4030378.0,3,337,3,12,2015,1,1,1
3872078.0,4,338,4,12,2015,1,1,1
3701451.0,5,339,5,12,2015,1,1,1
3723541.0,6,340,6,12,2015,1,1,1
3983834.0,0,341,7,12,2015,1,1,1
4140712.0,1,342,8,12,2015,1,1,2
4068916.0,2,343,9,12,2015,1,1,2
4232933.0,3,344,10,12,2015,1,1,2
4208018.0,4,345,11,12,2015,1,2,2
4001223.0,5,346,12,12,2015,1,2,2
3856921.0,6,347,13,12,2015,1,2,2
4117837.0,0,348,14,12,2015,1,2,2
3315516.0,1,349,15,12,2015,1,2,3
4269798.0,2,350,16,12,2015,1,2,3
4317145.0,3,351,17,12,2015,1,2,3
4348796.0,4,352,18,12,2015,1,2,3
4117298.0,5,353,19,12,2015,1,2,3
3969676.0,6,354,20,12,2015,1,2,3
4170567.0,0,355,21,12,2015,1,3,3
3869879.0,1,356,22,12,2015,1,3,4
4167805.0,2,357,23,12,2015,1,3,4
4320650.0,3,358,24,12,2015,1,3,4
4294518.0,4,359,25,12,2015,1,3,4
3874950.0,5,360,26,12,2015,1,3,4
3905750.0,6,361,27,12,2015,1,3,4
4105261.0,0,362,28,12,2015,1,3,4
4255276.0,1,363,29,12,2015,1,3,4
4170536.0,2,364,30,12,2015,1,3,4
4020591.0,3,365,31,12,2015,1,3,4
3232705.0,4,1,1,1,2016,1,1,1
3400311.0,5,2,2,1,2016,1,1,1
3641332.0,6,3,3,1,2016,1,1,1
4010378.0,0,4,4,1,2016,1,1,1
4114238.0,1,5,5,1,2016,1,1,1
4228910.0,2,6,6,1,2016,1,1,1
4271151.0,3,7,7,1,2016,1,1,1
4064567.0,4,8,8,1,2016,1,1,2
4063805.0,5,9,9,1,2016,1,1,2
3631998.0,6,10,10,1,2016,1,1,2
4219307.0,0,11,11,1,2016,1,2,2
4335493.0,1,12,12,1,2016,1,2,2
3567044.0,2,13,13,1,2016,1,2,2
4188494.0,3,14,14,1,2016,1,2,2
3459120.0,4,15,15,1,2016,1,2,3
3825385.0,5,16,16,1,2016,1,2,3
3356428.0,6,17,17,1,2016,1,2,3
3964754.0,0,18,18,1,2016,1,2,3
3967388.0,1,19,19,1,2016,1,2,3
4014577.0,2,20,20,1,2016,1,2,3
4179388.0,3,21,21,1,2016,1,3,3
3869181.0,4,22,22,1,2016,1,3,4
3857605.0,5,23,23,1,2016,1,3,4
3418767.0,6,24,24,1,2016,1,3,4
3577731.0,0,25,25,1,2016,1,3,4
3529623.5,1,26,26,1,2016,1,3,4
3796580.0,2,27,27,1,2016,1,3,4
3828398.0,3,28,28,1,2016,1,3,4
3817281.0,4,29,29,1,2016,1,3,4
3585530.0,5,30,30,1,2016,1,3,4
3474602.0,6,31,31,1,2016,1,3,4
3577546.0,0,32,1,2,2016,1,1,1
3400726.0,1,33,2,2,2016,1,1,1
3164092.0,2,34,3,2,2016,1,1,1
2985701.0,3,35,4,2,2016,1,1,1
2769694.0,4,36,5,2,2016,1,1,1
2651179.0,5,37,6,2,2016,1,1,1
2400941.0,6,38,7,2,2016,1,1,1
2328935.0,0,39,8,2,2016,1,1,2
2367668.0,1,40,9,2,2016,1,1,2
2360456.0,2,41,10,2,2016,1,1,2
2390654.0,3,42,11,2,2016,1,2,2
2456605.0,4,43,12,2,2016,1,2,2
2519542.0,5,44,13,2,2016,1,2,2
2629206.0,6,45,14,2,2016,1,2,2
2932628.0,0,46,15,2,2016,1,2,3
3138577.0,1,47,16,2,2016,1,2,3
3211835.0,2,48,17,2,2016,1,2,3
3327845.0,3,49,18,2,2016,1,2,3
3534671.0,4,50,19,2,2016,1,2,3
3457037.0,5,51,20,2,2016,1,2,3
3353382.0,6,52,21,2,2016,1,3,3
3740474.0,0,53,22,2,2016,1,3,4
3752948.0,1,54,23,2,2016,1,3,4
3817079.0,2,55,24,2,2016,1,3,4
3821269.0,3,56,25,2,2016,1,3,4
3778753.0,4,57,26,2,2016,1,3,4
3621678.0,5,58,27,2,2016,1,3,4
3427752.0,6,59,28,2,2016,1,3,4
3830666.0,0,60,29,2,2016,1,3,4
3990461.0,1,61,1,3,2016,2,1,1
4052463.0,2,62,2,3,2016,2,1,1
4077052.0,3,63,3,3,2016,2,1,1
4047478.0,4,64,4,3,2016,2,1,1
3862328.0,5,65,5,3,2016,2,1,1
3680144.0,6,66,6,3,2016,2,1,1
4082510.0,0,67,7,3,2016,2,1,1
4128456.0,1,68,8,3,2016,2,1,2
4266444.0,2,69,9,3,2016,2,1,2
4034056.0,3,70,10,3,2016,2,1,2
4187860.0,4,71,11,3,2016,2,2,2
3971600.0,5,72,12,3,2016,2,2,2
3671423.0,6,73,13,3,2016,2,2,2
4040799.0,0,74,14,3,2016,2,2,2
4126436.0,1,75,15,3,2016,2,2,3
3999919.0,2,76,16,3,2016,2,2,3
3960902.0,3,77,17,3,2016,2,2,3
4028738.0,4,78,18,3,2016,2,2,3
3890087.0,5,79,19,3,2016,2,2,3
3590345.0,6,80,20,3,2016,2,2,3
3903985.0,0,81,21,3,2016,2,3,3
4615207.0,1,82,22,3,2016,2,3,4
4049102.0,2,83,23,3,2016,2,3,4
4080274.0,3,84,24,3,2016,2,3,4
4024048.0,4,85,25,3,2016,2,3,4
3911950.0,5,86,26,3,2016,2,3,4
3684076.0,6,87,27,3,2016,2,3,4
3969515.0,0,88,28,3,2016,2,3,4
4026603.0,1,89,29,3,2016,2,3,4
4007978.0,2,90,30,3,2016,2,3,4
4019892.0,3,91,31,3,2016,2,3,4
4003527.0,4,92,1,4,2016,2,1,1
4017529.0,5,93,2,4,2016,2,1,1
3732506.0,6,94,3,4,2016,2,1,1
3216632.0,0,95,4,4,2016,2,1,1
3710743.0,1,96,5,4,2016,2,1,1
4068945.0,2,97,6,4,2016,2,1,1
3995555.0,3,98,7,4,2016,2,1,1
4036804.0,4,99,8,4,2016,2,1,2
3995427.0,5,100,9,4,2016,2,1,2
3713744.0,6,101,10,4,2016,2,1,2
3902557.0,0,102,11,4,2016,2,2,2
3994915.0,1,103,12,4,2016,2,2,2
4030816.0,2,104,13,4,2016,2,2,2
4053163.0,3,105,14,4,2016,2,2,2
4044319.0,4,106,15,4,2016,2,2,3
3962151.0,5,107,16,4,2016,2,2,3
3720344.0,6,108,17,4,2016,2,2,3
3830146.0,0,109,18,4,2016,2,2,3
3853482.0,1,110,19,4,2016,2,2,3
3601084.0,2,111,20,4,2016,2,2,3
3938636.0,3,112,21,4,2016,2,3,3
3975591.0,4,113,22,4,2016,2,3,4
4130359.0,5,114,23,4,2016,2,3,4
3779401.0,6,115,24,4,2016,2,3,4
3992619.0,0,116,25,4,2016,2,3,4
4096040.0,1,117,26,4,2016,2,3,4
3938562.0,2,118,27,4,2016,2,3,4
3950044.0,3,119,28,4,2016,2,3,4
3956025.0,4,120,29,4,2016,2,3,4
3675404.0,5,121,30,4,2016,2,3,4
3127033.0,6,122,1,5,2016,3,1,1
3471769.0,0,123,2,5,2016,3,1,1
3686262.0,1,124,3,5,2016,3,1,1
3904758.0,2,125,4,5,2016,3,1,1
4076967.0,3,126,5,5,2016,3,1,1
4110685.0,4,127,6,5,2016,3,1,1
4001702.0,5,128,7,5,2016,3,1,1
3626796.0,6,129,8,5,2016,3,1,2
4004587.0,0,130,9,5,2016,3,1,2
3977966.0,1,131,10,5,2016,3,1,2
4015503.0,2,132,11,5,2016,3,2,2
4132899.0,3,133,12,5,2016,3,2,2
4108075.0,4,134,13,5,2016,3,2,2
3989503.0,5,135,14,5,2016,3,2,2
3756678.0,6,136,15,5,2016,3,2,3
3952351.0,0,137,16,5,2016,3,2,3
3949708.0,1,138,17,5,2016,3,2,3
3901864.0,2,139,18,5,2016,3,2,3
3913280.0,3,140,19,5,2016,3,2,3
3963967.0,4,141,20,5,2016,3,2,3
3890195.0,5,142,21,5,2016,3,3,3
3640372.0,6,143,22,5,2016,3,3,4
3969389.0,0,144,23,5,2016,3,3,4
4043578.0,1,145,24,5,2016,3,3,4
4096819.0,2,146,25,5,2016,3,3,4
4219737.0,3,147,26,5,2016,3,3,4
4113139.0,4,148,27,5,2016,3,3,4
4009038.0,5,149,28,5,2016,3,3,4
3789849.0,6,150,29,5,2016,3,3,4
3872713.0,0,151,30,5,2016,3,3,4
4014739.0,1,152,31,5,2016,3,3,4
3988022.0,2,153,1,6,2016,3,1,1
3968795.0,3,154,2,6,2016,3,1,1
4041719.0,4,155,3,6,2016,3,1,1
3874204.0,5,156,4,6,2016,3,1,1
3692647.0,6,157,5,6,2016,3,1,1
4008633.0,0,158,6,6,2016,3,1,1
4162818.0,1,159,7,6,2016,3,1,1
4055291.0,2,160,8,6,2016,3,1,2
3548896.0,3,161,9,6,2016,3,1,2
3762722.0,4,162,10,6,2016,3,1,2
3902134.0,5,163,11,6,2016,3,2,2
3974914.0,6,164,12,6,2016,3,2,2
4169418.0,0,165,13,6,2016,3,2,2
4264932.0,1,166,14,6,2016,3,2,2
4334099.0,2,167,15,6,2016,3,2,3
4163197.0,3,168,16,6,2016,3,2,3
4301308.0,4,169,17,6,2016,3,2,3
4234259.0,5,170,18,6,2016,3,2,3
4047065.0,6,171,19,6,2016,3,2,3
4155898.0,0,172,20,6,2016,3,2,3
4371422.0,1,173,21,6,2016,3,3,3
4418030.0,2,174,22,6,2016,3,3,4
4536418.0,3,175,23,6,2016,3,3,4
4447924.0,4,176,24,6,2016,3,3,4
4087964.0,5,177,25,6,2016,3,3,4
3885732.0,6,178,26,6,2016,3,3,4
4128141.0,0,179,27,6,2016,3,3,4
4207413.0,1,180,28,6,2016,3,3,4
4747110.0,2,181,29,6,2016,3,3,4
4905574.0,3,182,30,6,2016,3,3,4
4335777.0,4,183,1,7,2016,3,1,1
4079363.0,5,184,2,7,2016,3,1,1
3840101.0,6,185,3,7,2016,3,1,1
4071327.0,0,186,4,7,2016,3,1,1
4161432.0,1,187,5,7,2016,3,1,1
4104851.0,2,188,6,7,2016,3,1,1
4498741.0,3,189,7,7,2016,3,1,1
4554365.0,4,190,8,7,2016,3,1,2
4333160.0,5,191,9,7,2016,3,1,2
4074906.0,6,192,10,7,2016,3,1,2
4441372.0,0,193,11,7,2016,3,2,2
4525375.0,1,194,12,7,2016,3,2,2
4481143.0,2,195,13,7,2016,3,2,2
4538956.0,3,196,14,7,2016,3,2,2
4634383.0,4,197,15,7,2016,3,2,3
4220289.0,5,198,16,7,2016,3,2,3
4107215.0,6,199,17,7,2016,3,2,3
4550893.0,0,200,18,7,2016,3,2,3
4677268.0,1,201,19,7,2016,3,2,3
4772549.0,2,202,20,7,2016,3,2,3
4750962.0,3,203,21,7,2016,3,3,3
4754751.0,4,204,22,7,2016,3,3,4
4637393.0,5,205,23,7,2016,3,3,4
4311960.0,6,206,24,7,2016,3,3,4
4809396.0,0,207,25,7,2016,3,3,4
4852473.0,1,208,26,7,2016,3,3,4
4737322.0,2,209,27,7,2016,3,3,4
4790575.0,3,210,28,7,2016,3,3,4
4788141.0,4,211,29,7,2016,3,3,4
4514944.0,5,212,30,7,2016,3,3,4
4259280.0,6,213,31,7,2016,3,3,4
4627029.0,0,214,1,8,2016,3,1,1
4618467.0,1,215,2,8,2016,3,1,1
4490739.0,2,216,3,8,2016,3,1,1
4367727.0,3,217,4,8,2016,3,1,1
4253298.0,4,218,5,8,2016,3,1,1
4023140.0,5,219,6,8,2016,3,1,1
3663205.0,6,220,7,8,2016,3,1,1
3689233.0,0,221,8,8,2016,3,1,2
3679212.0,1,222,9,8,2016,3,1,2
3994246.0,2,223,10,8,2016,3,1,2
4061157.0,3,224,11,8,2016,3,2,2
4127489.0,4,225,12,8,2016,3,2,2
4043540.0,5,226,13,8,2016,3,2,2
3744055.0,6,227,14,8,2016,3,2,2
4222039.0,0,228,15,8,2016,3,2,3
4603302.0,1,229,16,8,2016,3,2,3
4200728.0,2,230,17,8,2016,3,2,3
4454857.0,3,231,18,8,2016,3,2,3
4517220.0,4,232,19,8,2016,3,2,3
4141047.0,5,233,20,8,2016,3,2,3
3873626.0,6,234,21,8,2016,3,3,3
4285132.0,0,235,22,8,2016,3,3,4
4200526.0,1,236,23,8,2016,3,3,4
4151262.0,2,237,24,8,2016,3,3,4
4194893.0,3,238,25,8,2016,3,3,4
4018774.0,4,239,26,8,2016,3,3,4
3610828.0,5,240,27,8,2016,3,3,4
3446470.0,6,241,28,8,2016,3,3,4
3681879.0,0,242,29,8,2016,3,3,4
3607667.0,1,243,30,8,2016,3,3,4
3664003.0,2,244,31,8,2016,3,3,4
3683282.0,3,245,1,9,2016,3,1,1
3723110.0,4,246,2,9,2016,3,1,1
3490429.0,5,247,3,9,2016,3,1,1
3258102.0,6,248,4,9,2016,3,1,1
3681162.0,0,249,5,9,2016,3,1,1
3582158.0,1,250,6,9,2016,3,1,1
3480405.0,2,251,7,9,2016,3,1,1
3584115.0,3,252,8,9,2016,3,1,2
3729301.0,4,253,9,9,2016,3,1,2
3695458.0,5,254,10,9,2016,3,1,2
3424545.0,6,255,11,9,2016,3,2,2
3715688.0,0,256,12,9,2016,3,2,2
3814278.0,1,257,13,9,2016,3,2,2
3758030.0,2,258,14,9,2016,3,2,2
2982572.0,3,259,15,9,2016,3,2,3
3210144.0,4,260,16,9,2016,3,2,3
3555462.0,5,261,17,9,2016,3,2,3
3832516.0,6,262,18,9,2016,3,2,3
3894787.0,0,263,19,9,2016,3,2,3
3929544.0,1,264,20,9,2016,3,2,3
4043865.0,2,265,21,9,2016,3,3,3
4021526.0,3,266,22,9,2016,3,3,4
4045334.0,4,267,23,9,2016,3,3,4
3943147.0,5,268,24,9,2016,3,3,4
3811406.0,6,269,25,9,2016,3,3,4
4042132.0,0,270,26,9,2016,3,3,4
4287965.0,1,271,27,9,2016,3,3,4
4086998.0,2,272,28,9,2016,3,3,4
3941842.0,3,273,29,9,2016,3,3,4
3783264.0,4,274,30,9,2016,3,3,4
3664003.0,5,275,1,10,2016,4,1,1
3683282.0,6,276,2,10,2016,4,1,1
3723110.0,0,277,3,10,2016,4,1,1
3490429.0,1,278,4,10,2016,4,1,1
3258102.0,2,279,5,10,2016,4,1,1
3681162.0,3,280,6,10,2016,4,1,1
3582158.0,4,281,7,10,2016,4,1,1
3480405.0,5,282,8,10,2016,4,1,2
3584115.0,6,283,9,10,2016,4,1,2
3729301.0,0,284,10,10,2016,4,1,2
3695458.0,1,285,11,10,2016,4,2,2
3424545.0,2,286,12,10,2016,4,2,2
3715688.0,3,287,13,10,2016,4,2,2
3814278.0,4,288,14,10,2016,4,2,2
3758030.0,5,289,15,10,2016,4,2,3
2982572.0,6,290,16,10,2016,4,2,3
3210144.0,0,291,17,10,2016,4,2,3
3555462.0,1,292,18,10,2016,4,2,3
3832516.0,2,293,19,10,2016,4,2,3
3894787.0,3,294,20,10,2016,4,2,3
3929544.0,4,295,21,10,2016,4,3,3
4043865.0,5,296,22,10,2016,4,3,4
4021526.0,6,297,23,10,2016,4,3,4
4045334.0,0,298,24,10,2016,4,3,4
3943147.0,1,299,25,10,2016,4,3,4
3811406.0,2,300,26,10,2016,4,3,4
